question,Review,question_type,difficulty,source_file,question_id
Πόσο είναι το ποσό του κοινωνικού μερίσματος που διατίθεται για το έτος 2013;,Reject,factual,easy,doc-7610,1
Ποια είναι η επωνυμία της ενιαίας επιχείρησης ύδρευσης και αποχέτευσης που συστήνεται στον Δήμο Ερμούπολης;,Accept,factual,easy,doc-69092,113
Γιατί η Δημοτική Επιχείρηση Ύδρευσης και Αποχέτευσης Ερμούπολης θεωρείται νομικό πρόσωπο ιδιωτικού δικαίου με κοινωφελή χαρακτήρα και ποια νομοθεσία τη διέπει;,Reject,factual,medium,doc-69092,114
Ποιες είναι οι συνέπειες για την εταιρεία «ΓΕΝΙΚΗ ΜΕΤΑΛΛΕΥΤΙΚΗ ΚΑΙ ΜΕΤΑΛΛΟΥΡΓΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ - ΛΑΡΚΟ» αν παραβεί τους όρους της άδειας μεταλλευτικών ερευνών που της παραχωρήθηκε για το μεταλλείο νικελίου στην Καστοριά;,Reject,factual,medium,doc-69092,115
Ποιο είναι το ποσό του προστίμου που επιβάλλεται σε εργοδότη για κάθε αδήλωτο εργαζόμενο;,Accept,factual,easy,doc-10748,116
"Γιατί ο εργοδότης πρέπει να αποστέλλει μηνιαίες αποδείξεις καταβολής αποδοχών και ασφαλιστικών εισφορών στον αναθέτοντα όταν αναθέτει έργο σε εργολάβο, όπως ορίζεται στο άρθρο 9;",Reject,analytical,medium,doc-10748,117
"Σε περίπτωση που μια επιχείρηση διαπιστωθεί ότι έχει αδήλωτους εργαζόμενους και ο εργοδότης προσλάβει τους εργαζόμενους αυτούς εντός δέκα εργάσιμων ημερών με σύμβαση εξαρτημένης εργασίας διάρκειας έξι μηνών, πώς μεταβάλλεται το πρόστιμο και ποιες είναι οι υποχρεώσεις του εργοδότη σχετικά με τη διατήρηση του προσωπικού;",Accept,analytical,hard,doc-10748,118
Πόσες ώρες εβδομαδιαίως διαρκεί το πρόγραμμα μαθημάτων στην Α΄ τάξη του Ημερήσιου Γενικού Λυκείου;,Accept,factual,easy,doc-14676,119
Γιατί είναι σημαντική η ύπαρξη της Τράπεζας Θεμάτων Διαβαθμισμένης Δυσκολίας στις εξετάσεις του Γενικού και Επαγγελματικού Λυκείου;,Reject,analytical,medium,doc-14676,120
Πώς επηρεάζεται ο Βαθμός Πρόσβασης στην Τριτοβάθμια Εκπαίδευση αν ο γενικός βαθμός προαγωγής της Β΄ τάξης Ημερήσιου Γενικού Λυκείου είναι μικρότερος από τον μέσο όρο των τεσσάρων πανελλαδικώς εξεταζόμενων μαθημάτων της αντίστοιχης Ομάδας Προσανατολισμού;,Accept,factual,hard,doc-14676,121
Ποιος είναι ο αρμόδιος φορέας για την επιβολή προστίμου σε επιβάτες που δεν επιδεικνύουν αποδεικτικό καταβολής κομίστρου στα μέσα μαζικής μεταφοράς;,Accept,factual,medium,doc-17451,122
"Γιατί η Επιτροπή Διερεύνησης Σιδηροδρομικών Ατυχημάτων δεν αποσκοπεί στον καταλογισμό ευθυνών κατά τη διερεύνηση ατυχημάτων, και πώς αυτό επηρεάζει τη συνεργασία της με άλλες αρχές;",Reject,analytical,medium,doc-17451,123
"Αν μια μεταφορική επιχείρηση διεθνών λεωφορειακών γραμμών δεν συμμορφωθεί εντός τριών μηνών με τους ελάχιστους όρους που ορίζει ο Υπουργός για τους χώρους αφετηρίας και άφιξης, ποιες διοικητικές κυρώσεις μπορεί να της επιβληθούν και ποιο είναι το χρονικό πλαίσιο συμμόρφωσης;",Accept,factual,medium,doc-17451,124
Ποιο είναι το ανώτατο όριο ιδιωτικής χρηματοδότησης που μπορεί να λάβει ένα πολιτικό κόμμα από το ίδιο πρόσωπο μέσα σε ένα έτος;,Accept,factual,easy,doc-16412,125
Γιατί η χρηματοδότηση υποψηφίων ή αιρετών αντιπροσώπων πρέπει να γίνεται υποχρεωτικά μέσω ενός μοναδικού τραπεζικού λογαριασμού και ποιος είναι ο σκοπός αυτής της ρύθμισης;,Reject,analytical,medium,doc-16412,126
"Σε περίπτωση που ένας συνασπισμός κομμάτων δεν γνωστοποιήσει στον Υπουργό Εσωτερικών τη συμφωνία κατανομής της κρατικής χρηματοδότησης μέσα σε ένα μήνα από τις εκλογές, πώς κατανέμεται το ποσό και ποια είναι οι συνέπειες για τα κόμματα που αποχώρησαν από τον συνασπισμό;",Accept,factual,medium,doc-16412,127
Μέχρι ποια ημερομηνία ισχύει η αύξηση των θέσεων εκπαιδευτικού προσωπικού της δευτεροβάθμιας εκπαίδευσης που αναφέρεται στο Π.Δ. 308;,Reject,factual,medium,doc-31193,128
Γιατί το Διοικητικό Εφετείο Πειραιά ορίστηκε να συνεδριάζει μεταβατικά στην έδρα του Διοικητικού Πρωτοδικείου Σύρου και πώς επηρεάζει αυτό τις εκκρεμείς υποθέσεις της περιφέρειας των Κυκλάδων και Σάμου;,Reject,factual,medium,doc-31193,129
"Ποια είναι οι συνέπειες για έναν οφειλέτη ασφαλιστικών εισφορών στο Ταμείο Επικουρικής Ασφάλισης Εργατοτεχνιτών Δομικών και Ξυλουργικών Εργασιών αν δεν καταβάλει δύο συνεχόμενες δόσεις της ρύθμισης που προβλέπεται στο Π.Δ. 305, και πώς αξιολογείται η οικονομική κατάσταση του οφειλέτη για την έγκριση της ρύθμισης;",Accept,factual,hard,doc-31193,130
Ποια είναι η ημερομηνία δημοσίευσης του Προεδρικού Διατάγματος για τη σύσταση του Δημοτικού Λιμενικού Ταμείου Νότιας Κυνουρίας;,Reject,factual,easy,doc-74245,131
Γιατί η μετατροπή των ειδικών άμισθων υποθηκοφυλακείων σε έμμισθα συνοδεύεται από την ίδρυση οργανικών θέσεων κατηγορίας ΠΕ και ΔΕ;,Reject,analytical,medium,doc-74245,132
"Αν μια επιχείρηση έχει έδρα στην Κηφισιά, ποια είναι οι αλλαγές που επιφέρει η μετατροπή του ειδικού άμισθου Υποθηκοφυλακείου Κηφισιάς σε έμμισθο όσον αφορά τη διοικητική υποστήριξη και τις οργανικές θέσεις;",Accept,inferential,medium,doc-74245,133
Ποια είναι η ημερομηνία δημοσίευσης του Προεδρικού Διατάγματος για τη συγχώνευση του θεραπευτηρίου Ψυχικών Παθήσεων Χανίων με το Νομαρχιακό Γενικό Νοσοκομείο Χανίων;,Reject,factual,easy,doc-30772,134
Γιατί απαιτείται πιστοποιητικό ποινικού μητρώου για την εγγραφή μεσίτη αστικών συμβάσεων στο οικείο Επιμελητήριο και ποια αδικήματα αποκλείουν την εγγραφή;,Reject,factual,medium,doc-30772,135
"Σε περίπτωση που το Ίδρυμα «Οργανισμός Μεγάρου Μουσικής Αθηνών» παραβιάσει τους όρους χρήσης του παραχωρηθέντος ακινήτου στην Αθήνα, ποια είναι η νομική συνέπεια και πώς επηρεάζεται η κυριότητα του ακινήτου;",Accept,factual,medium,doc-30772,136
Ποια είναι η νέα ονομασία του Τμήματος Αστικής και Περιφερειακής Ανάπτυξης του Παντείου Πανεπιστημίου μετά το Π.Δ. 202/1998;,Reject,factual,easy,doc-69668,137
Γιατί απαιτείται η χορήγηση άδειας λειτουργίας από κτηνιατρικής πλευράς στις εγκαταστάσεις τεμαχισμού και ψυκτικές αποθήκες νωπού κρέατος σύμφωνα με το Π.Δ. 203/1998;,Reject,analytical,medium,doc-69668,138
"Σε περίπτωση που μια εγκατάσταση σφαγείου δεν συμμορφώνεται με τις απαιτήσεις και δεν επανορθώσει τις παραλείψεις εντός της προθεσμίας που ορίζει η αρμόδια κτηνιατρική αρχή, ποια είναι η διαδικασία ανάκλησης της άδειας λειτουργίας και ποιος είναι ο ρόλος της Νομαρχιακής Κτηνιατρικής Αρχής;",Accept,factual,medium,doc-69668,139
Ποιος είναι ο αρμόδιος φορέας για την έκδοση άδειας ίδρυσης ζωολογικού κήπου;,Accept,factual,easy,doc-71807,140
Γιατί απαιτείται η σύμφωνη γνώμη της τριμελούς επιτροπής πριν τη χορήγηση άδειας λειτουργίας ζωολογικού κήπου;,Reject,analytical,medium,doc-71807,141
"Σε περίπτωση που ένας ζωολογικός κήπος δεν συμμορφωθεί με τις απαιτήσεις της αρμόδιας αρχής εντός της προθεσμίας, ποια είναι η διαδικασία που ακολουθείται για την ανάκληση της άδειας λειτουργίας του;",Accept,factual,medium,doc-71807,142
Ποιο είναι το ακαδημαϊκό έτος κατά το οποίο ξεκινά η εισαγωγή φοιτητών στο Τμήμα Μάρκετινγκ Αγροτικών Προϊόντων στο Πανεπιστήμιο Ιωαννίνων;,Reject,factual,easy,doc-73051,143
Γιατί οι πτυχιούχοι του Τμήματος Εφαρμοσμένων Μαθηματικών του Πανεπιστημίου Κρήτης θεωρούνται ικανοί να απασχοληθούν τόσο σε δημόσιο όσο και σε ιδιωτικό τομέα σύμφωνα με το προεδρικό διάταγμα;,Reject,factual,medium,doc-73051,144
"Πώς επηρεάζει η κατάργηση της Σχολής Διαχείρισης Φυσικών Πόρων και Επιχειρήσεων στο Πανεπιστήμιο Ιωαννίνων τη διοικητική κατανομή του προσωπικού και του υλικοτεχνικού εξοπλισμού, και ποια είναι τα όργανα που ρυθμίζουν τις λεπτομέρειες αυτής της μετάβασης;",Accept,factual,medium,doc-73051,145
Ποια είναι η έδρα της Δημοτικής Επιχείρησης Ύδρευσης - Αποχέτευσης Λέρου;,Accept,factual,easy,doc-68055,146
Γιατί η Δημοτική Επιχείρηση Ύδρευσης - Αποχέτευσης μπορεί να επιβάλλει ειδικό τέλος 80% επί της αξίας του νερού που καταναλώνεται για δέκα χρόνια;,Reject,factual,medium,doc-68055,147
"Αν η «ΑΧΑΪΚΗ ΠΙΣΤΗ Συνεταιριστική Τράπεζα Συν.ΠΕ» ξεκινήσει τη λειτουργία της ως πιστωτικό ίδρυμα, μέσα σε πόσες ημέρες πρέπει να ενημερώσει την Τράπεζα της Ελλάδος και τι ακριβώς πρέπει να αναφέρει;",Accept,factual,easy,doc-68055,148
Ποια είναι η ημερομηνία κατάργησης του «Β΄ Βρεφονηπιακού Σταθμού Δήμου Βέροιας»;,Reject,factual,easy,doc-72222,149
Γιατί η περιουσία του καταργούμενου Δημοτικού Ιδρύματος στη Βέροια περιέρχεται αυτοδικαίως στο Δήμο Βέροιας;,Reject,factual,medium,doc-72222,150
"Ποια είναι η νομική ισχύς και οι συνέπειες για τους Δήμους Βοιών, Ασωπού, Μονεμβασίας και Ζάρακα από τη μεταφορά αρμοδιοτήτων του Λιμενικού Ταμείου Ν. Λακωνίας και τη σύσταση του Διαδημοτικού Λιμενικού Ταμείου Βοιών;",Reject,factual,medium,doc-72222,151
Ποια είναι η έδρα του νέου άμισθου Προξενείου της Ελλάδος που ιδρύθηκε το 1993;,Reject,factual,easy,doc-29596,152
"Γιατί το ποσοστό που κρατούν οι Άμισθες Προξενικές Αρχές από τις εισπράξεις τους δεν μπορεί να υπερβεί τις 4.000 μεταλλικές δραχμές ανά τρίμηνο, εκτός από ορισμένες χώρες όπως η Γερμανία και η Ελβετία;",Reject,analytical,medium,doc-29596,153
Πώς επηρεάζει η μεταφορά της έδρας της Α.Ε. Διώρυγος της Κορίνθου από την Αθήνα στην Ισθμία τις διαδικασίες τροποποίησης του καταστατικού της εταιρείας και ποια είναι η σημασία της έγκρισης του Υπουργού Οικονομικών για την έναρξη ισχύος της αλλαγής;,Reject,analytical,medium,doc-29596,154
Ποιος είναι ο φορέας που ασκεί τον προληπτικό έλεγχο επί των δαπανών του Δήμου Αμβρακικού;,Accept,factual,easy,doc-72518,155
Γιατί εξαιρούνται από τον προληπτικό έλεγχο οι δαπάνες πληρωμής αποδοχών των τακτικών υπαλλήλων στους φορείς του Δήμου Αμβρακικού και του Οργανισμού Αθλητικών Κέντρων Δήμου Καρδίτσας;,Reject,inferential,medium,doc-72518,156
"Αν μια επιχείρηση που συνεργάζεται με τον Δήμο Σκύδρας θέλει να καταβάλει μίσθωμα για πρώτη φορά σε ακίνητο που χρησιμοποιεί ο «Ενιαίος Δημοτικός Παιδικός Σταθμός Σκύδρας», υπόκειται αυτή η δαπάνη σε προληπτικό έλεγχο από το Ελεγκτικό Συνέδριο;",Accept,factual,medium,doc-72518,157
Πόσες κλίνες διαθέτει η Α' Κλινική Φυσικής Ιατρικής και Αποκατάστασης στο Εθνικό Ίδρυμα Αποκατάστασης Αναπήρων;,Accept,factual,easy,doc-26299,158
Γιατί απαιτείται διδακτορικό δίπλωμα και οκταετής προϋπηρεσία για τον διορισμό Διευθυντών ιατρικού προσωπικού στο Ίδρυμα Αποκατάστασης Αναπήρων;,Reject,inferential,medium,doc-26299,159
"Πώς επηρεάζεται η κατανομή των οργανικών θέσεων δικαστών στα Διοικητικά Δικαστήρια αν αυξηθεί ο αριθμός των Πρωτοδικών στην Αθήνα από 148 σε 160, σύμφωνα με το Π.Δ. 74/1992;",Reject,analytical,hard,doc-26299,160
Ποιος είναι ο χρόνος διάρκειας φοίτησης των δοκίμων αστυφυλάκων στη Σχολή Αστυφυλάκων;,Accept,factual,easy,doc-30991,161
Γιατί οι κινηματογραφικές ταινίες που παράγονται από τηλεοπτικούς σταθμούς δεν επιτρέπεται να μεταδοθούν τηλεοπτικά στην Ελλάδα πριν περάσουν 12 μήνες από την πρώτη προβολή τους σε κινηματογραφική αίθουσα;,Reject,analytical,medium,doc-30991,162
"Αν μια εταιρεία τηλεοπτικού σταθμού δεν διαθέσει το υπολογισμένο ποσό για παραγωγή κινηματογραφικών ταινιών μέσα σε 18 μήνες από τη δημοσίευση του ετήσιου ισολογισμού της, ποια είναι η διαδικασία που ακολουθείται και ποιες κυρώσεις μπορεί να της επιβληθούν;",Accept,factual,medium,doc-30991,163
Ποια ημερομηνία αποδέχτηκε ο Πρόεδρος της Δημοκρατίας την παραίτηση του Πρωθυπουργού Κωνσταντίνου Μητσοτάκη;,Reject,factual,easy,doc-32416,164
Γιατί ο Πρωθυπουργός αναλαμβάνει τη δημοσίευση και εκτέλεση των διαταγμάτων αποδοχής παραιτήσεων;,Reject,inferential,medium,doc-32416,165
"Ποια είναι η νομική βάση που επιτρέπει στον Πρόεδρο της Δημοκρατίας να αποδεχτεί τις παραιτήσεις των Υπουργών και Υφυπουργών, όπως φαίνεται στο Προεδρικό Διάταγμα αριθ. 453;",Reject,factual,medium,doc-32416,166
Ποιος είναι ο σκοπός του Δημοτικού Ιδρύματος «Δημοτικό Γηροκομείο Καρυάς» που συστήνεται στο Δήμο Καρυάς;,Reject,factual,easy,doc-71209,167
Γιατί η εφαρμογή της μεταφοράς αρμοδιοτήτων του Λιμενικού Ταμείου Αίγινας στο Δήμο Αίγινας αρχίζει από το διορισμό των μελών του Διοικητικού Συμβουλίου του νέου Δημοτικού Λιμενικού Ταμείου Αίγινας;,Reject,inferential,medium,doc-71209,168
"Αν η εταιρεία μου ενδιαφέρεται να συνεργαστεί με την υπό σύσταση τράπεζα «AEGEAN BALTIC BANK», ποια είναι η νέα προθεσμία για την έναρξη λειτουργίας της τράπεζας μετά την παράταση που εγκρίθηκε;",Reject,factual,easy,doc-71209,169
Ποιος είναι ο αριθμός των θέσεων του κλάδου ΠΕ Μηχανικών στο Υπουργείο Μεταφορών και Επικοινωνιών;,Accept,factual,easy,doc-26911,170
"Γιατί απαιτείται η έγκριση του Υπουργού Υγείας, Πρόνοιας και Κοινωνικών Ασφαλίσεων για την αγορά και ανοικοδόμηση ακινήτων από το Ταμείο Ασφαλίσεως Προσωπικού του Νοσοκομείου «Ο Ευαγγελισμός»;",Reject,factual,medium,doc-26911,171
"Αν η Εμπορική Τράπεζα της Ελλάδος δεν ιδρύσει και δεν λειτουργήσει τις τέσσερις νέες θυρίδες συναλλαγών μέχρι 31 Δεκεμβρίου 1992, ποιες είναι οι συνέπειες σύμφωνα με την απόφαση της Τράπεζας της Ελλάδος;",Reject,factual,easy,doc-26911,172
Πόσες οργανικές θέσεις Αντεισαγγελέων Εφετών προβλέπονται συνολικά σύμφωνα με το Προεδρικό Διάταγμα 35/1996;,Reject,factual,easy,doc-68697,173
Γιατί ορίστηκε μεταβατική έδρα του Εφετείου Ναυπλίου στην έδρα του Πρωτοδικείου Καλαμάτας και πώς καθορίζονται οι δικασίμες σε αυτήν σύμφωνα με το Π.Δ. 36/1996;,Reject,factual,medium,doc-68697,174
"Ποια είναι η διαδικασία και οι αρμοδιότητες της Διοικούσας Επιτροπής του Ιερού Προσκυνήματος Παναγίας Αγροκοιλιωτίσσης, και πώς διασφαλίζεται η χρηστή διαχείριση των εσόδων και περιουσιακών στοιχείων σύμφωνα με τον Κανονισμό 80/1996;",Reject,factual,hard,doc-68697,175
Πόσες οργανικές θέσεις Εφέτη υπάρχουν στο Εφετείο Πειραιώς;,Accept,factual,easy,doc-26510,176
Γιατί απαιτείται η έγγραφη άδεια της Τελωνειακής Αρχής πριν την έναρξη εργασιών περιορισμού των ορίων του Ελευθέρου Τελωνειακού Συγκροτήματος της εταιρείας «ΝΑΥΠΗΓΕΙΑ ΝΑΥΤΙΛΟΣ» Α.Ε.;,Reject,factual,medium,doc-26510,177
"Αν η ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ δεν μπορεί να πληρώσει τους τόκους του δανείου προς την GENERALE BANK λόγω νέου μέτρου που θεσπίστηκε από το Υπουργείο Οικονομικών, ποια υποχρέωση έχει αναλάβει η Ελληνική Δημοκρατία σύμφωνα με τη σύμβαση δανείου του Ιανουαρίου 1992;",Reject,factual,medium,doc-26510,178
Ποια είναι η ημερομηνία έναρξης ισχύος του Προεδρικού Διατάγματος 251 σχετικά με το Ταμείο Αρωγής Μονίμων Πολιτικών Υπαλλήλων του Υπουργείου Εθνικής Αμύνης;,Reject,factual,easy,doc-27751,179
Γιατί η Υπηρεσία Πολιτικής Αεροπορίας μπορεί να εγκρίνει παρεκκλίσεις για την χρήση υποηχητικών αεριωθουμένων αεροπλάνων που δεν πληρούν τις προϋποθέσεις του άρθρου 2 του Π.Δ. 252 και υπό ποιες προϋποθέσεις δίνονται αυτές οι εξαιρέσεις;,Reject,factual,medium,doc-27751,180
"Αν μια αεροπορική εταιρεία έχει παραγγείλει εξοπλισμό για την προσαρμογή αεροπλάνων της πριν την 1η Απριλίου 1994, αλλά η παράδοση καθυστερεί, πώς επηρεάζεται η δυνατότητα χρήσης αυτών των αεροπλάνων στην Ελλάδα σύμφωνα με το Π.Δ. 252;",Reject,factual,medium,doc-27751,181
Ποιο είναι το ετήσιο κόστος λειτουργίας του εργαστηρίου Ψυχολογίας στο Πανεπιστήμιο Ιωαννίνων και ποιος το καλύπτει;,Accept,factual,easy,doc-70779,182
Γιατί η χρήση ειδικών οργάνων στα εργαστήρια επιτρέπεται μόνο σε προσωπικό με εκπαίδευση και εξουσιοδότηση από τον διευθυντή;,Reject,inferential,medium,doc-70779,183
"Σε περίπτωση που το Πανεπιστήμιο Ιωαννίνων δεν καταφέρει να εξοικονομήσει τους αναμενόμενους ίδιους πόρους από το εργαστήριο Ψυχολογίας μέσα στην πενταετία, πώς θα καλυφθεί το υπόλοιπο της ετήσιας δαπάνης;",Accept,factual,medium,doc-70779,184
Πόσα μέλη έχει το Διοικητικό Συμβούλιο της Δημοτικής Επιχείρησης Ύδρευσης και Αποχέτευσης Αλεξάνδρειας;,Accept,factual,easy,doc-68925,185
Γιατί προστίθεται εκπρόσωπος των εργαζομένων στο Διοικητικό Συμβούλιο όταν η επιχείρηση απασχολεί περισσότερους από είκοσι εργαζόμενους;,Reject,inferential,medium,doc-68925,186
"Σε περίπτωση που σε επιβατηγό πλοίο εκτελείται πλοήγηση εσωτερικού και ο αριθμός ειδικευμένων και εκπαιδευμένων ατόμων δεν επαρκεί για το χειρισμό όλων των σωστικών μέσων, τι προβλέπεται να γίνει με τον αριθμό των επιβαινόντων;",Accept,factual,medium,doc-68925,187
Ποιο είναι το νέο όνομα του συνοικισμού Τσεσεμέ στην Κοινότητα Καταπόλων της Νάξου;,Reject,factual,easy,doc-69162,188
Γιατί απαιτείται η σύμφωνη γνώμη του Συμβουλίου Τοπωνυμιών πριν από τη μετονομασία ενός συνοικισμού όπως το Μονοδένδρι της Κοινότητας Κρήνης;,Reject,inferential,medium,doc-69162,189
Πώς μπορεί να παυθεί η Ηγουμένη του Ιερού Γυναικείου Ησυχαστηρίου «Παναγία η Φοβερά Προστασία» και ποια είναι η διαδικασία αντικατάστασής;,Accept,factual,hard,doc-69162,190
Ποια είναι η έδρα του «Συμβουλίου Περιοχής 1ης Εδαφικής Περιφέρειας Νομού Τρικάλων»;,Reject,factual,easy,doc-68375,191
Γιατί στα Προεδρικά Διατάγματα ορίζεται συγκεκριμένα η έδρα και η ονομασία των συνδέσμων «συμβουλίων περιοχής» ανά νομό και εδαφική περιφέρεια;,Reject,analytical,medium,doc-68375,192
"Πώς επηρεάζει η τροποποίηση του Π.Δ. 351/83, όπως περιγράφεται στο Π.Δ. 149, τη διαδικασία παράδοσης της σφραγίδας του Οικονομικού Επιμελητηρίου μετά τις εκλογές και ποια είναι η σημασία αυτής της αλλαγής για τη διοίκηση του Επιμελητηρίου;",Reject,analytical,hard,doc-68375,193
Ποια είναι η ημερομηνία ίδρυσης του Άμισθου Προξενείου της Ελλάδος στην Τασκένδη του Ουζμπεκιστάν;,Reject,factual,easy,doc-69125,194
Γιατί το Αεροπορικό Συμβούλιο Ατυχημάτων μπορεί να ενεργήσει περαιτέρω ανάκριση μετά την παραπομπή του φακέλου από τον Υπουργό Μεταφορών και Επικοινωνιών;,Reject,factual,medium,doc-69125,195
Ποιες είναι οι συνέπειες για το Ελληνικό Δημόσιο αν καθυστερήσει την καταβολή των τόκων του κοινοπρακτικού δανείου προς την Αγροτική Τράπεζα της Ελλάδος και πώς επηρεάζεται η χρηματοδότηση της ΔΙΔΑΓΕΠ;,Accept,factual,medium,doc-69125,196
Ποιος είναι ο φορέας που εκδίδει τις άδειες ικανότητας οδηγού υπηρεσιακών αυτοκινήτων για τους πυροσβεστικούς υπαλλήλους;,Accept,factual,easy,doc-27970,197
Γιατί η σύσταση της Κοινοτικής Επιχείρησης Ύδρευσης και Αποχέτευσης στην Κοινότητα Κυνοπιαστών εξασφαλίζει καλύτερη χρηματοδότηση των έργων ύδρευσης και αποχέτευσης;,Reject,analytical,medium,doc-27970,198
Ποια είναι η διαδικασία και οι συνέπειες για έναν καταθέτη που εκδίδει ακάλυπτες επιταγές συνολικού ποσού άνω των 200.000 δραχμών μέσα σε διάστημα δώδεκα μηνών σε τρεχούμενο λογαριασμό όψεως;,Reject,factual,medium,doc-27970,199
Πόσες θέσεις προσωπικού αναδιαρθρώνονται στο Λιμενικό Ταμείο Νομού Λευκάδας σύμφωνα με το προεδρικό διάταγμα υπ' αριθμ. 7;,Reject,factual,easy,doc-72506,200
Γιατί η ανακατανομή των θέσεων προσωπικού στο Λιμενικό Ταμείο Νομού Φθιώτιδας προκαλεί πρόσθετη ετήσια δαπάνη στον προϋπολογισμό του;,Reject,factual,medium,doc-72506,201
"Αν μια επιχείρηση που δραστηριοποιείται στον τομέα της εμπορικής ναυτιλίας θέλει να συνεργαστεί με το Λιμενικό Ταμείο Νομού Λευκάδας, πώς επηρεάζονται οι διοικητικές διαδικασίες από την ανακατανομή των θέσεων προσωπικού που προβλέπεται στο προεδρικό διάταγμα υπ' αριθμ. 7;",Reject,analytical,hard,doc-72506,202
Ποιο είναι το ύψος του διοικητικού προστίμου που επιβάλλεται σε όποιον εκτελεί δρομολόγια χωρίς να έχει εκδοθεί η απαραίτητη ανακοίνωση δήλωσης δρομολόγησης πλοίου;,Accept,factual,easy,doc-6193,203
Γιατί η εκπρόθεσμη δρομολόγηση πλοίων απαιτεί γνώμη του Συμβουλίου Ακτοπλοϊκών Συγκοινωνιών (Σ.Α.Σ.) και ποια κριτήρια λαμβάνονται υπόψη για την έγκρισή της;,Reject,analytical,medium,doc-6193,204
"Αν μια ναυτιλιακή εταιρεία μεταφέρει επιβάτες τρίτων χωρών χωρίς τα απαραίτητα ταξιδιωτικά έγγραφα, ποια είναι τα πρόστιμα που μπορεί να της επιβληθούν και υπό ποιες προϋποθέσεις μπορεί να αποφύγει την επιβολή τους;",Accept,factual,medium,doc-6193,205
Πόσο κοστίζει το παράβολο για την αίτηση χορήγησης άδειας ίδρυσης υδατοδρομίου;,Accept,factual,easy,doc-3092,206
Γιατί απαιτείται η έγκριση του Προγράμματος Ασφαλείας Υδατοδρομίου από τον Διοικητή της Υ.Π.Α. και τις αρμόδιες υπηρεσίες του Λιμενικού ή της Αστυνομίας κατά τη χορήγηση άδειας λειτουργίας;,Reject,factual,medium,doc-3092,207
"Αν η εταιρεία μου θέλει να μεταβιβάσει την άδεια λειτουργίας υδατοδρομίου σε άλλη εταιρεία, ποια είναι τα βήματα και οι προϋποθέσεις που πρέπει να πληρούνται, και ποια είναι τα σχετικά παράβολα που πρέπει να καταβληθούν;",Accept,factual,hard,doc-3092,208
Ποια είναι η επωνυμία της ενιαίας επιχείρησης ύδρευσης και αποχέτευσης που συστήνεται στον Δήμο Ερμούπολης;,Reject,factual,easy,doc-69091,209
Γιατί η Δημοτική Επιχείρηση Ύδρευσης και Αποχέτευσης Ερμούπολης θεωρείται νομικό πρόσωπο ιδιωτικού δικαίου με κοινωφελή χαρακτήρα και ποια νομοθεσία τη διέπει;,Reject,factual,medium,doc-69091,210
Ποιες είναι οι συνέπειες για την εταιρεία «ΓΕΝΙΚΗ ΜΕΤΑΛΛΕΥΤΙΚΗ ΚΑΙ ΜΕΤΑΛΛΟΥΡΓΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ - ΛΑΡΚΟ» αν παραβιάσει τους όρους της άδειας μεταλλευτικών ερευνών που της παραχωρήθηκε για το μεταλλείο νικελίου στην Καστοριά;,Reject,factual,medium,doc-69091,211
Πόσες θέσεις προσωπικού προβλέπονται για τη στελέχωση της Γραμματείας του Σώματος Επιθεωρητών-Ελεγκτών Δημόσιας Διοίκησης;,Accept,factual,medium,doc-70766,212
Γιατί η θητεία του Διευθυντή του Κέντρου Τεχνολογικής Έρευνας Ηπείρου και Ιονίων Νήσων είναι τριετής και πώς μπορεί να ανανεωθεί;,Reject,factual,medium,doc-70766,213
Ποια είναι η διαδικασία και οι συνέπειες για έναν Υποστράτηγο του Πυροσβεστικού Σώματος που αποστρατεύεται χωρίς να έχει διανύσει τον τελικό βαθμό εξέλιξής του;,Accept,factual,hard,doc-70766,214
Ποιος φορέας είναι υπεύθυνος για την υποδοχή των αιτήσεων και την κατάρτιση του πίνακα ωφελουμένων στα Προγράμματα Κοινωφελούς Χαρακτήρα;,Accept,factual,easy,doc-2237,215
Γιατί οι ωφελούμενοι ηλικίας κάτω των 25 ετών λαμβάνουν χαμηλότερες ημερήσιες αμοιβές στα Προγράμματα Κοινωφελούς Εργασίας σε σχέση με τους άνω των 25 ετών και πώς σχετίζεται αυτό με τις ειδικές διατάξεις για τη βραδινή εργασία;,Reject,analytical,medium,doc-2237,216
"Σε περίπτωση που ένας ειδικευμένος ιατρός Ε.Σ.Υ. με ποσοστό αναπηρίας 70% υπηρετεί σε αποκεντρωμένη μονάδα Δ.Υ.Πε. άγονης περιοχής και επιθυμεί μετάθεση σε νοσοκομείο της ίδιας ειδικότητας, ποια είναι η διαδικασία και ποια δικαιώματα διασφαλίζονται σύμφωνα με τις διατάξεις του νόμου;",Accept,factual,medium,doc-2237,217
Ποιος φορέας είναι υπεύθυνος για την έκδοση της απόφασης μονιμοποίησης των Συνοριακών Φυλάκων;,Accept,factual,easy,doc-71657,218
Γιατί απαιτείται προϋπηρεσία ενός ή δύο ετών για τους πτυχιούχους TEE ώστε να εργαστούν ως ελεύθεροι επαγγελματίες σχεδιαστές τεχνικών έργων;,Reject,inferential,medium,doc-71657,219
